fecha_hora,latitud,longitud,via,grado_severidad,tipo_siniestro,causa_probable,victima1_edad,victima1_condicion,victima1_sexo,victima1_actor_vial,victima2_edad,victima2_condicion,victima2_sexo,victima2_actor_vial,victima3_edad,victima3_condicion,victima3_sexo,victima3_actor_vial
2021-06-06 05:43:49,-3.980370,-79.184244,Av. Pio Jaramillo,CON_FALLECIDOS,Atropellamiento,Equipo de seguridad deficiente,71,FALLECIDO,HOMBRE,PEATON,74,FALLECIDO,MUJER,SCOOTER,,,,
2021-03-01 06:20:32,-3.993503,-79.223833,Calle Colon,SOLO_DANOS,Volcamiento,Falla mecanica,,,,,,,,,,,,
2021-05-05 13:09:49,-4.010142,-79.203724,Calle Miguel Riofrio,CON_LESIONADOS,Caida,Equipo de seguridad deficiente,78,LESIONADO,NO_REGISTRA,CICLISTA,34,LESIONADO,HOMBRE,MOTOCICLETA,12,LESIONADO,MUJER,VEH_LIVIANO
2021-11-24 12:42:31,-4.007067,-79.176407,Calle Saraguro,CON_FALLECIDOS,Colision Multiple,Exceso de velocidad,85,FALLECIDO,HOMBRE,MOTOCICLETA,47,FALLECIDO,HOMBRE,CICLISTA,67,LESIONADO,NO_REGISTRA,VEH_LIVIANO
2021-04-04 06:05:55,-4.017140,-79.213347,Calle 18 de Noviembre,CON_LESIONADOS,Volcamiento,Via resbaladiza o mojada,16,LESIONADO,HOMBRE,SCOOTER,57,LESIONADO,NO_REGISTRA,OTRO,,,,
2021-08-14 00:14:32,-4.011109,-79.224506,Av. 8 de Diciembre,CON_FALLECIDOS,Incendio,Falla mecanica,61,FALLECIDO,NO_REGISTRA,CICLISTA,41,LESIONADO,MUJER,SCOOTER,,,,
2021-01-10 06:11:20,-4.006424,-79.181182,Av. Pio Jaramillo,CON_LESIONADOS,Colision Multiple,Imprudencia del conductor,33,LESIONADO,MUJER,MOTOCICLETA,49,LESIONADO,NO_REGISTRA,SCOOTER,,,,
2021-06-30 16:28:48,-4.008098,-79.201665,Calle 18 de Noviembre,CON_FALLECIDOS,Choque Vehicular,Mal estado de la via,37,FALLECIDO,HOMBRE,MOTOCICLETA,27,FALLECIDO,MUJER,CICLISTA,72,LESIONADO,NO_REGISTRA,MOTOCICLETA
2021-09-30 13:54:32,-4.022397,-79.178695,Via Loja - Catamayo,CON_LESIONADOS,Atropellamiento,Visibilidad reducida,33,LESIONADO,NO_REGISTRA,CICLISTA,20,LESIONADO,NO_REGISTRA,CICLISTA,,,,
2021-01-29 15:15:32,-4.036508,-79.171211,Av. Pio Jaramillo,CON_FALLECIDOS,Colision Multiple,Fatiga del conductor,37,FALLECIDO,MUJER,VEH_LIVIANO,21,FALLECIDO,MUJER,VEH_LIVIANO,,,,
2021-06-11 23:46:14,-4.022470,-79.206822,Calle Montufar,CON_FALLECIDOS,Choque Vehicular,Inobservancia de senales,18,FALLECIDO,NO_REGISTRA,CICLISTA,,,,,,,,
2021-06-10 18:48:06,-4.027108,-79.192142,Calle Saraguro,CON_FALLECIDOS,Atropellamiento,Imprudencia del conductor,63,FALLECIDO,HOMBRE,OTRO,,,,,,,,
2021-01-27 16:32:31,-4.021190,-79.222793,Calle Mercadillo,CON_FALLECIDOS,Volcamiento,Factores externos,58,FALLECIDO,NO_REGISTRA,MOTOCICLETA,,,,,,,,
2021-03-24 08:18:15,-4.010765,-79.222471,Calle 18 de Noviembre,CON_FALLECIDOS,Volcamiento,Imprudencia del conductor,75,FALLECIDO,NO_REGISTRA,VEH_LIVIANO,42,FALLECIDO,NO_REGISTRA,PEATON,12,LESIONADO,NO_REGISTRA,SCOOTER
2021-06-01 10:41:40,-3.977618,-79.195874,Ruta 35,CON_LESIONADOS,Choque Vehicular,Via resbaladiza o mojada,69,LESIONADO,MUJER,CICLISTA,15,LESIONADO,MUJER,SCOOTER,47,LESIONADO,MUJER,OTRO
2021-08-19 10:17:17,-4.028693,-79.224355,Av. Reinaldo Espinosa,CON_FALLECIDOS,Caida,Distraccion (celular/radio),60,FALLECIDO,MUJER,VEH_LIVIANO,55,FALLECIDO,HOMBRE,SCOOTER,31,LESIONADO,HOMBRE,SCOOTER
2021-05-27 16:03:57,-4.000529,-79.204637,Via Loja - Zamora,CON_LESIONADOS,Colision Multiple,Estado de embriaguez,25,LESIONADO,NO_REGISTRA,PEATON,,,,,,,,
2021-07-21 11:56:22,-4.024562,-79.194350,Av. Reinaldo Espinosa,SOLO_DANOS,Colision Multiple,Distraccion (celular/radio),,,,,,,,,,,,
2021-09-14 15:32:30,-3.994907,-79.200834,Av. Pio Jaramillo,SOLO_DANOS,Accidente Laboral,Imprudencia del conductor,,,,,,,,,,,,
2021-09-22 20:31:31,-3.980265,-79.210977,Av. 8 de Diciembre,CON_FALLECIDOS,Colision Multiple,Fatiga del conductor,71,FALLECIDO,NO_REGISTRA,SCOOTER,52,FALLECIDO,NO_REGISTRA,PEATON,,,,
2021-10-15 17:48:26,-3.979791,-79.216140,Calle Colon,CON_LESIONADOS,Colision Multiple,Estado de embriaguez,70,LESIONADO,MUJER,OTRO,26,LESIONADO,HOMBRE,MOTOCICLETA,16,LESIONADO,HOMBRE,CICLISTA
2021-10-26 05:43:27,-3.977013,-79.184616,Calle Imbabura,CON_FALLECIDOS,Incendio,Imprudencia del conductor,24,FALLECIDO,MUJER,SCOOTER,,,,,,,,
2021-05-12 23:38:05,-3.990798,-79.212564,Av. Pio Jaramillo,CON_LESIONADOS,Caida,Via resbaladiza o mojada,41,LESIONADO,NO_REGISTRA,VEH_LIVIANO,47,LESIONADO,NO_REGISTRA,VEH_LIVIANO,66,LESIONADO,HOMBRE,CICLISTA
2021-09-03 12:12:11,-4.004874,-79.180039,Calle Saraguro,SOLO_DANOS,Atropellamiento,Equipo de seguridad deficiente,77,LESIONADO,MUJER,CICLISTA,,,,,,,,
2021-04-22 16:02:35,-4.000401,-79.215766,Calle Rocafuerte,CON_FALLECIDOS,Colision Multiple,Exceso de velocidad,52,FALLECIDO,NO_REGISTRA,VEH_LIVIANO,37,LESIONADO,MUJER,CICLISTA,,,,
2021-12-05 04:25:05,-4.024661,-79.190009,Av. Orillas del Zamora,CON_LESIONADOS,Atropellamiento,Estado de embriaguez,32,LESIONADO,NO_REGISTRA,CICLISTA,,,,,,,,
2021-06-17 14:01:58,-3.985457,-79.193921,Av. Gran Colombia,CON_FALLECIDOS,Colision Multiple,Exceso de velocidad,51,FALLECIDO,NO_REGISTRA,PEATON,19,FALLECIDO,NO_REGISTRA,MOTOCICLETA,14,LESIONADO,MUJER,VEH_LIVIANO
2021-02-09 22:58:01,-4.010854,-79.213178,Av. Universitaria,CON_FALLECIDOS,Incendio,Exceso de velocidad,80,FALLECIDO,NO_REGISTRA,VEH_LIVIANO,,,,,,,,
2021-01-24 17:04:57,-3.987496,-79.178387,Av. Pio Jaramillo,CON_FALLECIDOS,Colision Multiple,Exceso de velocidad,29,FALLECIDO,MUJER,OTRO,26,FALLECIDO,HOMBRE,MOTOCICLETA,78,LESIONADO,NO_REGISTRA,MOTOCICLETA
2021-11-08 07:05:49,-4.010045,-79.217138,Calle Mercadillo,SOLO_DANOS,Accidente Laboral,Equipo de seguridad deficiente,,,,,,,,,,,,
2021-10-26 12:54:36,-4.012989,-79.198043,Calle Ramon Borrero,SOLO_DANOS,Accidente Laboral,Visibilidad reducida,,,,,,,,,,,,
2021-12-25 10:48:15,-4.036304,-79.222803,Av. Rosa Hermosa,CON_LESIONADOS,Atropellamiento,Estado de embriaguez,30,LESIONADO,NO_REGISTRA,SCOOTER,,,,,,,,
2021-12-05 10:37:49,-4.036008,-79.205379,Av. Isidro Ayora,CON_FALLECIDOS,Choque Vehicular,Mal estado de la via,58,FALLECIDO,HOMBRE,MOTOCICLETA,77,LESIONADO,HOMBRE,CICLISTA,,,,
2021-12-10 07:36:42,-3.982185,-79.204366,Calle Ramon Borrero,CON_FALLECIDOS,Volcamiento,Factores externos,31,FALLECIDO,NO_REGISTRA,SCOOTER,9,LESIONADO,MUJER,OTRO,,,,
2021-07-22 22:50:09,-3.997532,-79.198752,Av. Universitaria,CON_FALLECIDOS,Incendio,Fatiga del conductor,26,FALLECIDO,NO_REGISTRA,PEATON,18,LESIONADO,MUJER,SCOOTER,27,LESIONADO,MUJER,CICLISTA
2021-07-12 23:03:30,-4.016095,-79.209576,Av. Orillas del Zamora,CON_FALLECIDOS,Caida,Exceso de velocidad,49,FALLECIDO,HOMBRE,MOTOCICLETA,,,,,,,,
2021-02-27 03:27:18,-4.027905,-79.210721,Calle Azogues,SOLO_DANOS,Caida,Equipo de seguridad deficiente,76,LESIONADO,HOMBRE,VEH_LIVIANO,,,,,,,,
2021-09-03 15:37:37,-4.032529,-79.227412,Calle Mercadillo,CON_FALLECIDOS,Atropellamiento,Estado de embriaguez,20,FALLECIDO,HOMBRE,SCOOTER,29,FALLECIDO,HOMBRE,MOTOCICLETA,53,LESIONADO,MUJER,PEATON
2021-12-27 19:01:45,-4.016582,-79.223092,Av. 8 de Diciembre,SOLO_DANOS,Incendio,Equipo de seguridad deficiente,,,,,,,,,,,,
2021-04-30 01:32:50,-4.009781,-79.226648,Av. Rosa Hermosa,CON_LESIONADOS,Accidente Laboral,Equipo de seguridad deficiente,33,LESIONADO,NO_REGISTRA,CICLISTA,,,,,,,,
2021-12-19 07:25:05,-3.986777,-79.212624,Calle Miguel Riofrio,CON_FALLECIDOS,Atropellamiento,Factores externos,58,FALLECIDO,MUJER,OTRO,82,FALLECIDO,NO_REGISTRA,MOTOCICLETA,67,LESIONADO,HOMBRE,VEH_LIVIANO
2021-05-09 08:48:51,-3.980191,-79.175504,Via Loja - Zamora,CON_LESIONADOS,Choque Vehicular,Via resbaladiza o mojada,48,LESIONADO,HOMBRE,SCOOTER,36,LESIONADO,HOMBRE,CICLISTA,,,,
2021-05-18 19:21:44,-4.036608,-79.177150,Calle Imbabura,CON_LESIONADOS,Incendio,Inobservancia de senales,55,LESIONADO,MUJER,PEATON,36,LESIONADO,HOMBRE,OTRO,,,,
2021-02-26 17:10:38,-3.989716,-79.198493,Calle Rocafuerte,CON_FALLECIDOS,Volcamiento,Inobservancia de senales,22,FALLECIDO,HOMBRE,VEH_LIVIANO,26,FALLECIDO,NO_REGISTRA,SCOOTER,,,,
2021-11-20 05:08:45,-4.002021,-79.230164,Via Loja - Zamora,SOLO_DANOS,Atropellamiento,Mal estado de la via,,,,,,,,,,,,
2021-04-20 07:34:55,-4.028415,-79.202037,Av. Reinaldo Espinosa,CON_LESIONADOS,Incendio,Visibilidad reducida,41,LESIONADO,NO_REGISTRA,SCOOTER,7,LESIONADO,HOMBRE,OTRO,72,LESIONADO,NO_REGISTRA,MOTOCICLETA
2021-04-05 17:48:43,-4.016450,-79.224578,Via Loja - Catamayo,CON_FALLECIDOS,Choque Vehicular,Equipo de seguridad deficiente,67,FALLECIDO,MUJER,VEH_LIVIANO,,,,,,,,
2021-09-25 03:56:18,-3.980669,-79.201096,Via Loja - Zamora,CON_LESIONADOS,Choque Vehicular,Imprudencia del conductor,10,LESIONADO,HOMBRE,CICLISTA,69,LESIONADO,HOMBRE,VEH_LIVIANO,34,LESIONADO,NO_REGISTRA,SCOOTER
2021-07-01 22:18:04,-3.977627,-79.216150,Calle Montufar,CON_FALLECIDOS,Accidente Laboral,Visibilidad reducida,34,FALLECIDO,MUJER,SCOOTER,56,LESIONADO,HOMBRE,OTRO,,,,
2021-05-29 14:19:09,-4.011730,-79.176832,Calle Rocafuerte,CON_FALLECIDOS,Accidente Laboral,Equipo de seguridad deficiente,57,FALLECIDO,NO_REGISTRA,OTRO,24,FALLECIDO,MUJER,MOTOCICLETA,,,,
2021-04-22 07:40:38,-3.977647,-79.178866,Calle Saraguro,SOLO_DANOS,Incendio,Fatiga del conductor,,,,,,,,,,,,
2021-02-13 15:37:24,-4.006512,-79.221843,Av. Pio Jaramillo,CON_LESIONADOS,Accidente Laboral,Distraccion (celular/radio),34,LESIONADO,NO_REGISTRA,CICLISTA,22,LESIONADO,MUJER,OTRO,7,LESIONADO,HOMBRE,SCOOTER
2021-09-26 05:44:37,-4.020513,-79.173237,Calle Quito,CON_LESIONADOS,Volcamiento,Mal estado de la via,62,LESIONADO,HOMBRE,SCOOTER,,,,,,,,
2021-10-07 17:30:28,-4.006614,-79.195284,Calle Quito,CON_FALLECIDOS,Colision Multiple,Mal estado de la via,84,FALLECIDO,HOMBRE,SCOOTER,,,,,,,,
2021-04-24 01:25:35,-3.986344,-79.192232,Ruta 35,CON_FALLECIDOS,Caida,Fatiga del conductor,27,FALLECIDO,MUJER,VEH_LIVIANO,67,FALLECIDO,MUJER,VEH_LIVIANO,19,LESIONADO,NO_REGISTRA,OTRO
2021-01-21 21:47:22,-4.033949,-79.227989,Calle 18 de Noviembre,CON_LESIONADOS,Colision Multiple,Exceso de velocidad,62,LESIONADO,MUJER,VEH_LIVIANO,7,LESIONADO,HOMBRE,VEH_LIVIANO,34,LESIONADO,HOMBRE,VEH_LIVIANO
2021-06-07 08:47:19,-4.035916,-79.219523,Via Loja - Zamora,SOLO_DANOS,Choque Vehicular,Visibilidad reducida,,,,,,,,,,,,
2021-09-06 06:39:42,-3.987068,-79.189698,Calle Rocafuerte,CON_LESIONADOS,Caida,Falla mecanica,27,LESIONADO,NO_REGISTRA,CICLISTA,68,LESIONADO,HOMBRE,PEATON,36,LESIONADO,MUJER,PEATON
2021-05-23 18:54:11,-4.015088,-79.180309,Calle Imbabura,CON_FALLECIDOS,Atropellamiento,Inobservancia de senales,22,FALLECIDO,NO_REGISTRA,VEH_LIVIANO,37,FALLECIDO,MUJER,OTRO,6,LESIONADO,NO_REGISTRA,OTRO
2021-03-12 06:58:11,-3.985243,-79.228424,Av. Rosa Hermosa,CON_FALLECIDOS,Caida,Visibilidad reducida,49,FALLECIDO,MUJER,MOTOCICLETA,45,LESIONADO,MUJER,OTRO,66,LESIONADO,HOMBRE,CICLISTA
2021-12-06 22:44:19,-4.003962,-79.214228,Via Loja - Zamora,SOLO_DANOS,Caida,Exceso de velocidad,,,,,,,,,,,,
2021-11-15 23:41:51,-3.985631,-79.180256,Calle Mercadillo,CON_LESIONADOS,Accidente Laboral,Inobservancia de senales,26,LESIONADO,MUJER,CICLISTA,25,LESIONADO,HOMBRE,MOTOCICLETA,77,LESIONADO,NO_REGISTRA,VEH_LIVIANO
2021-03-29 15:57:55,-3.986743,-79.210435,Av. Rosa Hermosa,CON_LESIONADOS,Colision Multiple,Mal estado de la via,70,LESIONADO,NO_REGISTRA,CICLISTA,64,LESIONADO,HOMBRE,VEH_LIVIANO,,,,
2021-12-22 05:37:17,-4.012589,-79.226860,Calle Miguel Riofrio,SOLO_DANOS,Atropellamiento,Mal estado de la via,,,,,,,,,,,,
2021-11-19 18:16:53,-4.011718,-79.179780,Calle Miguel Riofrio,CON_LESIONADOS,Volcamiento,Factores externos,77,LESIONADO,MUJER,PEATON,41,LESIONADO,MUJER,SCOOTER,61,LESIONADO,NO_REGISTRA,OTRO
2021-01-12 17:08:12,-4.009302,-79.224397,Calle 18 de Noviembre,CON_LESIONADOS,Colision Multiple,Factores externos,43,LESIONADO,MUJER,OTRO,,,,,,,,
2021-02-19 00:26:47,-4.022791,-79.205093,Av. Manuel Agustin Aguirre,SOLO_DANOS,Colision Multiple,Factores externos,19,LESIONADO,HOMBRE,PEATON,,,,,,,,
2021-07-05 12:36:40,-4.012991,-79.202435,Av. 8 de Diciembre,CON_LESIONADOS,Caida,Imprudencia del conductor,50,LESIONADO,MUJER,CICLISTA,58,LESIONADO,MUJER,SCOOTER,80,LESIONADO,NO_REGISTRA,CICLISTA
2021-11-17 10:44:52,-3.991537,-79.198458,Calle Rocafuerte,CON_FALLECIDOS,Accidente Laboral,Fatiga del conductor,31,FALLECIDO,HOMBRE,OTRO,52,LESIONADO,MUJER,OTRO,32,LESIONADO,HOMBRE,MOTOCICLETA
2021-10-20 13:54:00,-4.035157,-79.224245,Calle 10 de Agosto,SOLO_DANOS,Volcamiento,Equipo de seguridad deficiente,,,,,,,,,,,,
2021-08-06 02:34:54,-4.012508,-79.227587,Av. Reinaldo Espinosa,CON_LESIONADOS,Accidente Laboral,Imprudencia del conductor,63,LESIONADO,MUJER,OTRO,46,LESIONADO,NO_REGISTRA,CICLISTA,,,,
2021-08-08 06:35:05,-3.999827,-79.217050,Calle 10 de Agosto,CON_LESIONADOS,Caida,Visibilidad reducida,68,LESIONADO,NO_REGISTRA,MOTOCICLETA,67,LESIONADO,MUJER,PEATON,,,,
2021-09-28 13:35:26,-3.981775,-79.215684,Av. Orillas del Zamora,CON_LESIONADOS,Volcamiento,Mal estado de la via,74,LESIONADO,MUJER,CICLISTA,28,LESIONADO,HOMBRE,OTRO,24,LESIONADO,HOMBRE,MOTOCICLETA
2021-08-28 05:13:35,-4.027710,-79.195011,Calle Bolivar,CON_LESIONADOS,Volcamiento,Distraccion (celular/radio),54,LESIONADO,MUJER,VEH_LIVIANO,29,LESIONADO,NO_REGISTRA,SCOOTER,,,,
2021-06-07 00:09:05,-4.021983,-79.191188,Av. Reinaldo Espinosa,SOLO_DANOS,Volcamiento,Falla mecanica,,,,,,,,,,,,
2021-02-21 21:11:38,-4.005054,-79.207842,Calle Ramon Borrero,CON_FALLECIDOS,Caida,Estado de embriaguez,65,FALLECIDO,HOMBRE,VEH_LIVIANO,50,FALLECIDO,NO_REGISTRA,VEH_LIVIANO,24,LESIONADO,MUJER,MOTOCICLETA
2021-04-01 00:17:01,-3.994078,-79.219076,Av. Isidro Ayora,CON_FALLECIDOS,Colision Multiple,Falla mecanica,24,FALLECIDO,NO_REGISTRA,VEH_LIVIANO,22,LESIONADO,NO_REGISTRA,MOTOCICLETA,,,,
2021-07-22 11:52:25,-4.029691,-79.190228,Calle Quito,CON_FALLECIDOS,Caida,Factores externos,69,FALLECIDO,NO_REGISTRA,PEATON,80,FALLECIDO,HOMBRE,VEH_LIVIANO,,,,
2021-01-11 20:56:40,-3.986877,-79.211479,Av. Reinaldo Espinosa,CON_LESIONADOS,Atropellamiento,Factores externos,34,LESIONADO,MUJER,OTRO,52,LESIONADO,MUJER,PEATON,59,LESIONADO,NO_REGISTRA,PEATON
2021-09-12 09:21:03,-3.994097,-79.217755,Av. Isidro Ayora,CON_FALLECIDOS,Atropellamiento,Inobservancia de senales,59,FALLECIDO,MUJER,VEH_LIVIANO,34,FALLECIDO,MUJER,PEATON,,,,
2021-10-01 00:22:25,-3.981754,-79.176284,Via Loja - Zamora,CON_FALLECIDOS,Choque Vehicular,Fatiga del conductor,76,FALLECIDO,NO_REGISTRA,CICLISTA,67,LESIONADO,HOMBRE,MOTOCICLETA,,,,
2021-06-18 20:12:51,-4.019986,-79.210498,Calle Rocafuerte,SOLO_DANOS,Caida,Via resbaladiza o mojada,,,,,,,,,,,,
2021-07-04 22:13:08,-4.009285,-79.175872,Av. Reinaldo Espinosa,SOLO_DANOS,Colision Multiple,Fatiga del conductor,,,,,,,,,,,,
2021-08-26 18:10:36,-4.032343,-79.228377,Calle Bolivar,SOLO_DANOS,Colision Multiple,Visibilidad reducida,,,,,,,,,,,,
2021-04-10 13:53:07,-4.035107,-79.184717,Via Loja - Catamayo,CON_FALLECIDOS,Accidente Laboral,Equipo de seguridad deficiente,18,FALLECIDO,MUJER,SCOOTER,77,FALLECIDO,MUJER,VEH_LIVIANO,16,LESIONADO,MUJER,OTRO
2021-07-28 17:23:17,-4.013024,-79.173118,Av. Universitaria,CON_FALLECIDOS,Choque Vehicular,Inobservancia de senales,22,FALLECIDO,MUJER,SCOOTER,50,FALLECIDO,MUJER,SCOOTER,,,,
2021-04-04 21:20:23,-4.028058,-79.201274,Av. Manuel Agustin Aguirre,CON_FALLECIDOS,Incendio,Exceso de velocidad,73,FALLECIDO,MUJER,MOTOCICLETA,,,,,,,,
2021-03-16 06:03:49,-4.002290,-79.208446,Calle Rocafuerte,SOLO_DANOS,Accidente Laboral,Distraccion (celular/radio),,,,,,,,,,,,
2021-09-02 22:38:36,-4.035882,-79.175383,Calle Azogues,CON_FALLECIDOS,Volcamiento,Inobservancia de senales,47,FALLECIDO,NO_REGISTRA,PEATON,26,LESIONADO,HOMBRE,PEATON,,,,
2021-09-01 04:11:44,-4.026342,-79.172313,Calle Miguel Riofrio,CON_LESIONADOS,Choque Vehicular,Exceso de velocidad,9,LESIONADO,HOMBRE,PEATON,,,,,,,,
2021-09-03 11:33:09,-4.000204,-79.203351,Calle 10 de Agosto,CON_FALLECIDOS,Incendio,Distraccion (celular/radio),72,FALLECIDO,MUJER,SCOOTER,28,FALLECIDO,HOMBRE,OTRO,41,LESIONADO,MUJER,OTRO
2021-10-28 07:58:21,-3.989221,-79.181135,Av. Pio Jaramillo,CON_LESIONADOS,Choque Vehicular,Distraccion (celular/radio),8,LESIONADO,NO_REGISTRA,PEATON,,,,,,,,
2021-09-17 10:12:25,-4.019361,-79.176625,Via Loja - Zamora,CON_LESIONADOS,Caida,Visibilidad reducida,42,LESIONADO,NO_REGISTRA,VEH_LIVIANO,78,LESIONADO,HOMBRE,PEATON,34,LESIONADO,HOMBRE,MOTOCICLETA
2021-08-14 18:31:29,-3.980245,-79.184914,Av. Gran Colombia,CON_FALLECIDOS,Colision Multiple,Inobservancia de senales,71,FALLECIDO,HOMBRE,VEH_LIVIANO,59,FALLECIDO,MUJER,MOTOCICLETA,66,LESIONADO,HOMBRE,VEH_LIVIANO
2021-11-27 05:28:17,-4.036541,-79.212600,Av. Rosa Hermosa,SOLO_DANOS,Colision Multiple,Factores externos,,,,,,,,,,,,
2021-04-05 21:36:20,-3.995071,-79.220907,Calle Mercadillo,CON_LESIONADOS,Volcamiento,Factores externos,26,LESIONADO,HOMBRE,MOTOCICLETA,,,,,,,,
2021-05-04 07:54:30,-4.005570,-79.225545,Via Loja - Zamora,CON_LESIONADOS,Incendio,Inobservancia de senales,71,LESIONADO,MUJER,PEATON,32,LESIONADO,NO_REGISTRA,CICLISTA,23,LESIONADO,NO_REGISTRA,VEH_LIVIANO
2021-09-06 12:05:38,-3.978821,-79.186938,Calle Bolivar,SOLO_DANOS,Volcamiento,Mal estado de la via,,,,,,,,,,,,
2021-12-27 22:49:57,-4.036474,-79.196619,Calle Rocafuerte,CON_FALLECIDOS,Atropellamiento,Via resbaladiza o mojada,83,FALLECIDO,NO_REGISTRA,SCOOTER,67,FALLECIDO,NO_REGISTRA,VEH_LIVIANO,72,LESIONADO,HOMBRE,CICLISTA
2021-02-09 03:10:31,-3.999114,-79.217453,Calle Azogues,SOLO_DANOS,Caida,Estado de embriaguez,,,,,,,,,,,,
2021-10-11 23:08:52,-4.006941,-79.217600,Calle Sucre,CON_LESIONADOS,Colision Multiple,Estado de embriaguez,50,LESIONADO,MUJER,SCOOTER,,,,,,,,
2021-10-21 15:57:09,-3.981599,-79.179792,Av. Reinaldo Espinosa,CON_LESIONADOS,Colision Multiple,Via resbaladiza o mojada,24,LESIONADO,MUJER,PEATON,69,LESIONADO,MUJER,SCOOTER,25,LESIONADO,NO_REGISTRA,PEATON
2021-11-09 12:28:42,-4.022897,-79.210789,Av. Metropolitana,SOLO_DANOS,Atropellamiento,Estado de embriaguez,,,,,,,,,,,,
2021-05-03 04:25:52,-4.012887,-79.223618,Av. Cuxibamba,CON_FALLECIDOS,Incendio,Equipo de seguridad deficiente,27,FALLECIDO,NO_REGISTRA,MOTOCICLETA,,,,,,,,
2021-01-17 21:00:16,-4.032861,-79.179003,Av. Manuel Agustin Aguirre,CON_LESIONADOS,Choque Vehicular,Imprudencia del conductor,23,LESIONADO,HOMBRE,CICLISTA,,,,,,,,
2021-07-12 00:00:38,-3.977046,-79.227266,Via Loja - Catamayo,CON_LESIONADOS,Caida,Via resbaladiza o mojada,77,LESIONADO,MUJER,SCOOTER,,,,,,,,
2021-01-17 17:12:31,-4.033825,-79.208066,Ruta 35,SOLO_DANOS,Caida,Estado de embriaguez,,,,,,,,,,,,
2021-04-02 17:37:37,-4.006618,-79.180642,Av. Pio Jaramillo,CON_LESIONADOS,Accidente Laboral,Falla mecanica,60,LESIONADO,HOMBRE,OTRO,29,LESIONADO,NO_REGISTRA,MOTOCICLETA,,,,
2021-11-07 18:19:53,-4.002457,-79.187971,Calle Colon,SOLO_DANOS,Incendio,Imprudencia del conductor,,,,,,,,,,,,
2021-12-27 07:22:54,-4.007995,-79.192625,Av. Reinaldo Espinosa,SOLO_DANOS,Choque Vehicular,Inobservancia de senales,,,,,,,,,,,,
2021-11-18 02:16:14,-4.034921,-79.230012,Av. Cuxibamba,CON_LESIONADOS,Colision Multiple,Estado de embriaguez,57,LESIONADO,MUJER,SCOOTER,,,,,,,,
2021-05-19 08:08:33,-4.010893,-79.227973,Calle Imbabura,SOLO_DANOS,Caida,Estado de embriaguez,,,,,,,,,,,,
2021-02-03 07:16:02,-4.017275,-79.181362,Av. 8 de Diciembre,CON_LESIONADOS,Volcamiento,Mal estado de la via,40,LESIONADO,NO_REGISTRA,SCOOTER,30,LESIONADO,NO_REGISTRA,SCOOTER,,,,
2021-10-17 15:05:46,-3.992344,-79.208810,Calle 18 de Noviembre,CON_LESIONADOS,Volcamiento,Visibilidad reducida,7,LESIONADO,MUJER,CICLISTA,,,,,,,,
2021-02-08 19:06:54,-4.015413,-79.216916,Calle Montufar,SOLO_DANOS,Atropellamiento,Factores externos,,,,,,,,,,,,
2021-01-24 07:25:58,-4.009524,-79.213795,Calle Sucre,CON_LESIONADOS,Atropellamiento,Inobservancia de senales,41,LESIONADO,MUJER,SCOOTER,5,LESIONADO,HOMBRE,OTRO,,,,
2021-09-03 07:55:05,-4.027215,-79.200606,Calle Quito,CON_LESIONADOS,Caida,Distraccion (celular/radio),36,LESIONADO,MUJER,PEATON,,,,,,,,
2021-06-30 19:10:03,-4.029257,-79.207826,Av. Cuxibamba,CON_FALLECIDOS,Choque Vehicular,Distraccion (celular/radio),54,FALLECIDO,MUJER,SCOOTER,80,FALLECIDO,MUJER,OTRO,17,LESIONADO,MUJER,CICLISTA
2021-03-14 01:45:34,-3.987612,-79.209548,Calle Ramon Borrero,CON_FALLECIDOS,Colision Multiple,Via resbaladiza o mojada,54,FALLECIDO,MUJER,SCOOTER,66,FALLECIDO,NO_REGISTRA,SCOOTER,74,LESIONADO,NO_REGISTRA,PEATON
2021-12-24 08:46:07,-4.002971,-79.190856,Av. Reinaldo Espinosa,CON_LESIONADOS,Caida,Visibilidad reducida,12,LESIONADO,MUJER,MOTOCICLETA,,,,,,,,
2021-06-15 05:33:06,-3.987388,-79.206924,Calle Imbabura,CON_LESIONADOS,Choque Vehicular,Inobservancia de senales,13,LESIONADO,MUJER,PEATON,,,,,,,,
2021-03-10 07:32:16,-4.013925,-79.198450,Calle Imbabura,CON_LESIONADOS,Atropellamiento,Factores externos,20,LESIONADO,MUJER,VEH_LIVIANO,25,LESIONADO,HOMBRE,PEATON,22,LESIONADO,HOMBRE,SCOOTER
2021-01-03 19:39:29,-3.994717,-79.194796,Calle Colon,CON_LESIONADOS,Choque Vehicular,Falla mecanica,36,LESIONADO,NO_REGISTRA,PEATON,58,LESIONADO,MUJER,PEATON,,,,
2021-03-15 01:14:25,-3.983361,-79.228448,Ruta 35,SOLO_DANOS,Volcamiento,Falla mecanica,,,,,,,,,,,,
2021-10-29 08:53:46,-4.002313,-79.197444,Calle Rocafuerte,CON_LESIONADOS,Volcamiento,Falla mecanica,12,LESIONADO,HOMBRE,CICLISTA,9,LESIONADO,MUJER,CICLISTA,,,,
2021-09-24 11:03:52,-3.984492,-79.180732,Calle Mercadillo,SOLO_DANOS,Colision Multiple,Factores externos,,,,,,,,,,,,
